dataset,size,num_samples,prompt,n_shots,model,base_method,cal_method,split,norm_error_rate,norm_error_rate:mean,norm_error_rate:std,norm_cross_entropy,norm_cross_entropy:mean,norm_cross_entropy:std,ece,ece:mean,ece:std,cal_loss_bias,cal_loss_bias:mean,cal_loss_bias:std,norm_min_calibration_bias,norm_min_calibration_bias:mean,norm_min_calibration_bias:std
dbpedia,16,224,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,lora,no_calibration,test,0.110 ± 0.027,0.10996264009962639,0.0269761305032509,0.222 ± 0.187,0.22225183446365754,0.18720386921763352,0.021 ± 0.010,0.021435277000922525,0.010277884470063284,69.129 ± 15.019,69.128944,15.01866,0.045 ± 0.010,0.045190297,0.010458986
dbpedia,16,224,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,no_adaptation,affine_scalar,test,0.152 ± 0.002,0.15168119551681195,0.002235532138358186,0.178 ± 0.007,0.17801450523161763,0.006902303810850003,0.033 ± 0.021,0.0326981612629798,0.021411150012579455,10.932 ± 3.502,10.93177,3.5020847,0.158 ± 0.000,0.15831253,0.00019091817
dbpedia,16,224,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,no_adaptation,no_calibration,test,0.401 ± 0.000,0.400747198007472,7.626057729713766e-05,1.366 ± 0.000,1.3663720964555908,0.0003344270015354123,0.091 ± 0.000,0.09083249083896586,0.0001881131335082842,88.414 ± 0.011,88.41366,0.011149337,0.158 ± 0.000,0.15831216,0.00019113717
dbpedia,16,224,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,no_adaptation,bias_only,test,0.157 ± 0.005,0.15740971357409714,0.005048388778163284,0.229 ± 0.005,0.2293681409552756,0.004832048420359956,0.183 ± 0.007,0.18349794139831221,0.006784978811010781,30.949 ± 1.399,30.94932,1.3987544,0.158 ± 0.000,0.15831248,0.00019096564
dbpedia,16,224,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,no_adaptation,temp_scaling,test,0.401 ± 0.000,0.400747198007472,7.626057729713766e-05,0.872 ± 0.004,0.8724810600942933,0.003973717341630442,0.390 ± 0.031,0.39000013000545153,0.030950698805257488,81.854 ± 0.089,81.85448,0.08931148,0.158 ± 0.000,0.1583125,0.00019102768
agnews,16,64,basic_agnews_0-shot_litgpt,0,lm_tinyllama,lora_xval,affine_scalar,test,0.236 ± 0.074,0.2363157894736842,0.07419430787895678,0.362 ± 0.079,0.3618852022109461,0.07851690223403675,0.046 ± 0.027,0.04638064432366994,0.026783955913008157,15.512 ± 11.694,15.512495,11.694407,0.297 ± 0.017,0.29674977,0.016758299
agnews,16,64,basic_agnews_0-shot_litgpt,0,lm_tinyllama,lora_xval,no_calibration,test,0.236 ± 0.067,0.23642105263157895,0.06664603558885315,0.359 ± 0.073,0.35923946524438694,0.07272186728808963,0.039 ± 0.011,0.038763962050197595,0.011184429246897415,15.221 ± 11.131,15.221179,11.13095,0.297 ± 0.017,0.29674983,0.016758237
agnews,16,64,basic_agnews_0-shot_litgpt,0,lm_tinyllama,lora_xval,bias_only,test,0.237 ± 0.066,0.23673684210526313,0.06617767107543836,0.360 ± 0.074,0.36014988314171203,0.07375909535630144,0.040 ± 0.015,0.03963738084532019,0.014688480876529146,15.381 ± 11.205,15.381058,11.205294,0.297 ± 0.017,0.29674986,0.016758356
agnews,16,64,basic_agnews_0-shot_litgpt,0,lm_tinyllama,lora_xval,temp_scaling,test,0.236 ± 0.067,0.23642105263157895,0.06664603558885315,0.361 ± 0.076,0.36075361342079026,0.07600554535231613,0.043 ± 0.025,0.04333289581784612,0.024848373427191518,15.382 ± 11.376,15.3815565,11.376287,0.297 ± 0.017,0.29674974,0.01675835
agnews,16,64,basic_agnews_0-shot_litgpt,0,lm_tinyllama,lora,affine_scalar_train_on_val,test,0.222 ± 0.036,0.22207017543859647,0.03643845711990509,0.368 ± 0.058,0.3675951032831487,0.05761778936046165,0.047 ± 0.018,0.04738970992794116,0.01800209949050803,17.766 ± 10.595,17.765549,10.594841,0.297 ± 0.017,0.29674977,0.016758261
agnews,16,64,basic_agnews_0-shot_litgpt,0,lm_tinyllama,lora,no_calibration,test,0.236 ± 0.067,0.23642105263157895,0.06664603558885315,0.359 ± 0.073,0.35923946524438694,0.07272186728808963,0.039 ± 0.011,0.038763962050197595,0.011184429246897415,15.221 ± 11.131,15.221179,11.13095,0.297 ± 0.017,0.29674983,0.016758237
agnews,16,64,basic_agnews_0-shot_litgpt,0,lm_tinyllama,no_adaptation,affine_scalar,test,0.300 ± 0.027,0.2999298245614035,0.027207036549323875,0.427 ± 0.040,0.4273243680411392,0.03981251083128538,0.040 ± 0.016,0.04038721176166319,0.016249186975194483,8.117 ± 7.914,8.117102,7.913934,0.389 ± 0.000,0.38949376,0.00023911796
agnews,16,64,basic_agnews_0-shot_litgpt,0,lm_tinyllama,no_adaptation,affine_scalar_no_es,test,0.300 ± 0.027,0.3000701754385965,0.02715313435770959,0.428 ± 0.040,0.42755851119366983,0.039940678947510785,0.042 ± 0.018,0.041564043637989316,0.01764122563821546,8.164 ± 7.923,8.164195,7.92328,0.389 ± 0.000,0.3894937,0.0002391496
agnews,16,64,basic_agnews_0-shot_litgpt,0,lm_tinyllama,no_adaptation,no_calibration,test,0.410 ± 0.000,0.4103859649122807,0.00017189401703740568,0.991 ± 0.001,0.990595834139592,0.0006628131230556093,0.125 ± 0.000,0.12469582675813391,3.547996548017458e-05,60.681 ± 0.002,60.680855,0.002165954,0.389 ± 0.000,0.3894937,0.00023916419
agnews,16,64,basic_agnews_0-shot_litgpt,0,lm_tinyllama,no_adaptation,bias_only,test,0.300 ± 0.027,0.29968421052631583,0.02678284939756931,0.432 ± 0.030,0.4316742115157951,0.029698698116976684,0.056 ± 0.018,0.05581741504391076,0.017908027423029892,9.366 ± 5.900,9.365949,5.899831,0.389 ± 0.000,0.38949367,0.0002392372
agnews,16,64,basic_agnews_0-shot_litgpt,0,lm_tinyllama,no_adaptation,temp_scaling,test,0.410 ± 0.000,0.4103859649122807,0.00017189401703740568,0.768 ± 0.028,0.7678398431939554,0.027746348446175524,0.126 ± 0.047,0.12580436735412315,0.047274933822573334,49.211 ± 1.734,49.211464,1.733681,0.389 ± 0.000,0.38949364,0.00023904257
dbpedia,256,3584,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,no_adaptation,affine_scalar_no_es,test,0.145 ± 0.000,0.1446917808219178,7.783312577834545e-05,0.160 ± 0.000,0.15958405804333403,3.4365926549900783e-06,0.020 ± 0.000,0.019812646552607532,0.00019492275192749785,0.894 ± 0.002,0.8943086,0.0020090938,0.158 ± 0.000,0.15815657,2.013036e-07
20newsgroups,16,320,basic_20newsgroups_0-shot_litgpt,0,lm_tinyllama,lora,affine_scalar_train_on_val,test,0.438 ± 0.016,0.4381887004065611,0.015580685901011549,0.471 ± 0.026,0.4706568881411851,0.02628402229984514,0.040 ± 0.012,0.04012180856352753,0.011770806261144169,10.328 ± 2.848,10.3277645,2.8479624,0.422 ± 0.018,0.4215607,0.018039694
20newsgroups,16,320,basic_20newsgroups_0-shot_litgpt,0,lm_tinyllama,lora,no_calibration,test,0.511 ± 0.020,0.5105565680639282,0.02043795734387274,0.595 ± 0.036,0.5949449527911168,0.03598999643600394,0.149 ± 0.032,0.14890377881234254,0.03176289821617117,28.808 ± 6.234,28.807705,6.2343974,0.422 ± 0.018,0.42156076,0.018039705
20newsgroups,16,320,basic_20newsgroups_0-shot_litgpt,0,lm_tinyllama,no_adaptation,affine_scalar,test,0.427 ± 0.006,0.4270853778213935,0.0059410279604762434,0.453 ± 0.006,0.45344815666259164,0.005599636884804919,0.028 ± 0.011,0.0284003703832928,0.010878766387568045,3.280 ± 1.175,3.2796803,1.1751634,0.439 ± 0.000,0.4385096,7.624657e-05
20newsgroups,16,320,basic_20newsgroups_0-shot_litgpt,0,lm_tinyllama,no_adaptation,no_calibration,test,0.605 ± 0.000,0.6045142296368989,0.00034340245938354247,0.833 ± 0.000,0.8327565097757059,3.0033250172984093e-05,0.243 ± 0.000,0.24274994387668108,0.00019880333680132332,47.342 ± 0.007,47.34226,0.007260336,0.439 ± 0.000,0.43850964,7.630011e-05
20newsgroups,16,320,basic_20newsgroups_0-shot_litgpt,0,lm_tinyllama,no_adaptation,bias_only,test,0.427 ± 0.006,0.42728164867517177,0.006154732706435499,0.454 ± 0.005,0.4541924737347453,0.005160438610033915,0.033 ± 0.007,0.03321531686446576,0.00734134833027242,3.440 ± 1.078,3.4404063,1.0779518,0.439 ± 0.000,0.4385097,7.6163844e-05
20newsgroups,16,320,basic_20newsgroups_0-shot_litgpt,0,lm_tinyllama,no_adaptation,temp_scaling,test,0.605 ± 0.000,0.6045142296368989,0.00034340245938354247,0.681 ± 0.003,0.6813154876939242,0.00312238198295018,0.046 ± 0.007,0.0457824548947617,0.007024316932177822,35.636 ± 0.285,35.636326,0.28505972,0.439 ± 0.000,0.43850976,7.62174e-05
sst2,8,16,basic_sst2_0-shot_litgpt,0,lm_tinyllama,lora,affine_scalar_train_on_val,test,0.381 ± 0.097,0.38130841121495324,0.09740945346626288,1.736 ± 1.412,1.7364992919030802,1.4117804645437362,0.104 ± 0.052,0.10390857842761356,0.052471985572024774,nan ± nan,,,nan ± nan,,
sst2,8,16,basic_sst2_0-shot_litgpt,0,lm_tinyllama,lora,no_calibration,test,0.473 ± 0.250,0.47289719626168225,0.25016633474324246,0.747 ± 0.232,0.7469797848670224,0.23197728316499538,0.157 ± 0.078,0.15740108895641172,0.07760238432388736,25.337 ± 12.425,25.337091,12.424791,0.530 ± 0.062,0.5302151,0.06240427
sst2,8,16,basic_sst2_0-shot_litgpt,0,lm_tinyllama,lora_xval,affine_scalar,test,0.489 ± 0.225,0.48925233644859817,0.22514734454003282,1.260 ± 0.842,1.2600260082951438,0.8423527393331293,0.148 ± 0.094,0.14822519084937924,0.09355148002553898,nan ± nan,,,nan ± nan,,
sst2,8,16,basic_sst2_0-shot_litgpt,0,lm_tinyllama,lora_xval,no_calibration,test,0.473 ± 0.250,0.47289719626168225,0.25016633474324246,0.747 ± 0.232,0.7469797848670224,0.23197728316499538,0.157 ± 0.078,0.15740108895641172,0.07760238432388736,25.337 ± 12.425,25.337091,12.424791,0.530 ± 0.062,0.5302151,0.06240427
sst2,8,16,basic_sst2_0-shot_litgpt,0,lm_tinyllama,lora_xval,bias_only,test,0.484 ± 0.225,0.4841121495327103,0.2249474662324875,0.733 ± 0.217,0.7326715874939639,0.21743793139445936,0.142 ± 0.075,0.14228106489740674,0.07537906184698319,24.273 ± 12.358,24.273113,12.358007,0.530 ± 0.062,0.5302155,0.062403616
sst2,8,16,basic_sst2_0-shot_litgpt,0,lm_tinyllama,lora_xval,temp_scaling,test,0.473 ± 0.250,0.47289719626168225,0.25016633474324246,1.328 ± 0.968,1.3277290581435712,0.9680617794287156,0.158 ± 0.099,0.158309378301047,0.09901819211973692,nan ± nan,,,nan ± nan,,
sst2,8,16,basic_sst2_0-shot_litgpt,0,lm_tinyllama,no_adaptation,affine_scalar,test,0.370 ± 0.024,0.36962616822429906,0.023891258002176122,0.597 ± 0.045,0.5967138033748633,0.04470689777458562,0.044 ± 0.017,0.043897902082227463,0.016739571239639536,14.781 ± 6.487,14.78081,6.487331,0.506 ± 0.001,0.5056213,0.0008572837
sst2,8,16,basic_sst2_0-shot_litgpt,0,lm_tinyllama,no_adaptation,affine_scalar_no_es,test,0.391 ± 0.015,0.3911214953271028,0.014598597525059157,2.783 ± 4.114,2.7834928451862035,4.1142946241143346,0.089 ± 0.019,0.08897018520017777,0.01915924770229158,nan ± nan,,,nan ± nan,,
sst2,8,16,basic_sst2_0-shot_litgpt,0,lm_tinyllama,no_adaptation,no_calibration,test,0.318 ± 0.000,0.31775700934579443,0.0,0.683 ± 0.000,0.6827604532693797,0.00036762927358292917,0.176 ± 0.001,0.17618459102109169,0.0010004615352462026,25.944 ± 0.086,25.943981,0.085654214,0.506 ± 0.001,0.50562173,0.0008571716
sst2,8,16,basic_sst2_0-shot_litgpt,0,lm_tinyllama,no_adaptation,bias_only,test,0.414 ± 0.102,0.414018691588785,0.10167605808567587,0.710 ± 0.029,0.7096325191062546,0.028999180549195078,0.135 ± 0.042,0.1349233659382828,0.042436716135040416,28.632 ± 2.860,28.631525,2.8601556,0.506 ± 0.001,0.50562143,0.0008574979
sst2,8,16,basic_sst2_0-shot_litgpt,0,lm_tinyllama,no_adaptation,temp_scaling,test,0.318 ± 0.000,0.31775700934579443,0.0,0.554 ± 0.036,0.5535555151324671,0.0362130616209153,0.070 ± 0.036,0.07047707085483328,0.03561265416625768,8.285 ± 5.730,8.284609,5.730488,0.506 ± 0.001,0.50562173,0.00085712306
20newsgroups,256,5120,basic_20newsgroups_0-shot_litgpt,0,lm_tinyllama,lora,affine_scalar_train_on_val,test,0.320 ± 0.013,0.3202579559792514,0.012538219002625656,0.319 ± 0.010,0.31865004977826805,0.010256084023153866,0.019 ± 0.003,0.018753195712185235,0.002957433518850248,0.755 ± 0.169,0.75548786,0.1686661,0.316 ± 0.010,0.3162453,0.01030376
20newsgroups,256,5120,basic_20newsgroups_0-shot_litgpt,0,lm_tinyllama,lora,no_calibration,test,0.341 ± 0.008,0.3409505117061545,0.008433076953107157,0.341 ± 0.012,0.3410029622587681,0.012260568064963551,0.032 ± 0.010,0.03212921731006802,0.01012241678069192,7.230 ± 1.873,7.2297325,1.8733654,0.316 ± 0.010,0.31624535,0.010303726
20newsgroups,256,5120,basic_20newsgroups_0-shot_litgpt,0,lm_tinyllama,no_adaptation,affine_scalar,test,0.417 ± 0.001,0.41701948689191076,0.0009366770272530581,0.440 ± 0.000,0.4399438113116215,0.00036899007990640346,0.019 ± 0.002,0.01917124519482296,0.0016206961491382218,0.326 ± 0.092,0.32564571,0.09191762,0.439 ± 0.000,0.43850976,7.630507e-05
20newsgroups,256,5120,basic_20newsgroups_0-shot_litgpt,0,lm_tinyllama,no_adaptation,no_calibration,test,0.605 ± 0.000,0.6045142296368989,0.00034340245938354247,0.833 ± 0.000,0.8327565097757057,3.003325017298409e-05,0.243 ± 0.000,0.24274994387668108,0.00019880333680132332,47.342 ± 0.007,47.342262,0.0072603375,0.439 ± 0.000,0.43850964,7.630011e-05
20newsgroups,256,5120,basic_20newsgroups_0-shot_litgpt,0,lm_tinyllama,no_adaptation,bias_only,test,0.417 ± 0.001,0.41696340950511707,0.0011540230269035028,0.442 ± 0.000,0.4415224794859272,0.00025542627775323746,0.023 ± 0.002,0.023230579644040406,0.0017982331391033766,0.682 ± 0.066,0.68206406,0.066159464,0.439 ± 0.000,0.43850976,7.6239325e-05
20newsgroups,256,5120,basic_20newsgroups_0-shot_litgpt,0,lm_tinyllama,no_adaptation,temp_scaling,test,0.605 ± 0.000,0.6045142296368989,0.00034340245938354247,0.677 ± 0.000,0.6773121725249197,0.00020817460101070186,0.040 ± 0.001,0.03997717735262578,0.001416385597078302,35.257 ± 0.026,35.25721,0.026214126,0.439 ± 0.000,0.43850964,7.6244156e-05
sst2,16,32,basic_sst2_0-shot_litgpt,0,lm_tinyllama,lora_xval,affine_scalar,test,0.519 ± 0.279,0.5186915887850467,0.2785650376781207,0.771 ± 0.348,0.7712014455524552,0.34825008673360164,0.152 ± 0.116,0.15195283961389547,0.11645119904048769,29.690 ± 25.799,29.690119,25.798594,0.453 ± 0.022,0.45279574,0.021913871
sst2,16,32,basic_sst2_0-shot_litgpt,0,lm_tinyllama,lora_xval,no_calibration,test,0.531 ± 0.290,0.5313084112149532,0.2895371749895591,0.774 ± 0.316,0.77371518054883,0.3159462908497129,0.162 ± 0.111,0.16152518435340874,0.11064224166985334,32.570 ± 22.057,32.569946,22.057087,0.453 ± 0.022,0.45279512,0.021913884
sst2,16,32,basic_sst2_0-shot_litgpt,0,lm_tinyllama,lora_xval,bias_only,test,0.530 ± 0.286,0.530373831775701,0.2861477128721671,0.752 ± 0.286,0.751572091553413,0.2859551470110875,0.161 ± 0.097,0.16063871762069665,0.09702264109257493,31.534 ± 21.859,31.533825,21.858807,0.453 ± 0.022,0.45279533,0.021914203
sst2,16,32,basic_sst2_0-shot_litgpt,0,lm_tinyllama,lora_xval,temp_scaling,test,0.531 ± 0.290,0.5313084112149532,0.2895371749895591,0.778 ± 0.346,0.777904610419875,0.3456931986907471,0.152 ± 0.127,0.1515660630192376,0.1267122819793024,30.758 ± 24.904,30.758118,24.904037,0.453 ± 0.022,0.45279527,0.021913562
sst2,16,32,basic_sst2_0-shot_litgpt,0,lm_tinyllama,lora,affine_scalar_train_on_val,test,0.509 ± 0.220,0.5093457943925234,0.22004831173777764,2.114 ± 1.642,2.113504915043097,1.64231260124197,0.148 ± 0.067,0.1477601168716323,0.06663822899006075,nan ± nan,,,nan ± nan,,
sst2,16,32,basic_sst2_0-shot_litgpt,0,lm_tinyllama,lora,no_calibration,test,0.531 ± 0.290,0.5313084112149532,0.2895371749895591,0.774 ± 0.316,0.77371518054883,0.3159462908497129,0.162 ± 0.111,0.16152518435340874,0.11064224166985334,32.570 ± 22.057,32.569946,22.057087,0.453 ± 0.022,0.45279512,0.021913884
sst2,16,32,basic_sst2_0-shot_litgpt,0,lm_tinyllama,no_adaptation,affine_scalar,test,0.320 ± 0.023,0.31962616822429907,0.023336431755483684,0.533 ± 0.013,0.532769207458579,0.01294194646562001,0.035 ± 0.013,0.03533488118999245,0.013038783030993262,5.043 ± 2.156,5.042582,2.1561007,0.506 ± 0.001,0.5056213,0.00085708423
sst2,16,32,basic_sst2_0-shot_litgpt,0,lm_tinyllama,no_adaptation,affine_scalar_no_es,test,0.325 ± 0.022,0.3252336448598131,0.022185191533587313,0.776 ± 0.426,0.7755811751739212,0.4260658863945453,0.064 ± 0.039,0.06351602222022522,0.03887547693120468,21.472 ± 24.613,21.471548,24.61267,0.506 ± 0.001,0.50562173,0.00085727393
sst2,16,32,basic_sst2_0-shot_litgpt,0,lm_tinyllama,no_adaptation,no_calibration,test,0.318 ± 0.000,0.31775700934579443,0.0,0.683 ± 0.000,0.6827604532693797,0.0003676292735829292,0.176 ± 0.001,0.17618459102109169,0.0010004615352462028,25.944 ± 0.086,25.943985,0.08565421,0.506 ± 0.001,0.50562173,0.0008571716
sst2,16,32,basic_sst2_0-shot_litgpt,0,lm_tinyllama,no_adaptation,bias_only,test,0.373 ± 0.078,0.3728971962616823,0.0776263730078695,0.697 ± 0.018,0.6967002265593645,0.01760623525347886,0.149 ± 0.043,0.14930269330128718,0.04274113690935105,27.379 ± 1.849,27.37913,1.8490995,0.506 ± 0.001,0.5056211,0.00085720106
sst2,16,32,basic_sst2_0-shot_litgpt,0,lm_tinyllama,no_adaptation,temp_scaling,test,0.318 ± 0.000,0.31775700934579443,0.0,0.561 ± 0.047,0.5610248848082582,0.04739597975391346,0.072 ± 0.049,0.07181046862623372,0.04918942650093031,9.255 ± 7.343,9.254944,7.3425364,0.506 ± 0.001,0.5056213,0.00085742486
agnews,256,1024,basic_agnews_0-shot_litgpt,0,lm_tinyllama,lora,affine_scalar_train_on_val,test,0.140 ± 0.003,0.1396140350877193,0.003105610050997731,0.219 ± 0.005,0.21932339963538178,0.004539480777499655,0.014 ± 0.005,0.013995162574874187,0.004754828042545096,1.561 ± 1.150,1.5607111,1.1499122,0.216 ± 0.004,0.21588114,0.004250453
agnews,256,1024,basic_agnews_0-shot_litgpt,0,lm_tinyllama,lora,no_calibration,test,0.143 ± 0.005,0.14273684210526316,0.004945501700833352,0.228 ± 0.007,0.22788426660362182,0.007148952171786372,0.018 ± 0.007,0.01772082012830788,0.007217491628885915,5.198 ± 2.745,5.1978617,2.7449574,0.216 ± 0.004,0.21588108,0.00425053
agnews,256,1024,basic_agnews_0-shot_litgpt,0,lm_tinyllama,no_adaptation,affine_scalar,test,0.273 ± 0.001,0.2730877192982456,0.0011293668027670797,0.390 ± 0.001,0.39008478414130404,0.0007933932752379266,0.026 ± 0.001,0.026496346329484045,0.0007606645453392105,0.151 ± 0.150,0.15120474,0.1504727,0.389 ± 0.000,0.3894937,0.00023929316
agnews,256,1024,basic_agnews_0-shot_litgpt,0,lm_tinyllama,no_adaptation,affine_scalar_no_es,test,0.273 ± 0.001,0.2730175438596491,0.0005592062263336582,0.391 ± 0.001,0.39059831438229786,0.0008439811211459064,0.028 ± 0.002,0.02767839556146547,0.002219123431384227,0.282 ± 0.214,0.28232425,0.21429178,0.389 ± 0.000,0.3894937,0.00023929315
agnews,256,1024,basic_agnews_0-shot_litgpt,0,lm_tinyllama,no_adaptation,no_calibration,test,0.410 ± 0.000,0.4103859649122807,0.00017189401703740568,0.991 ± 0.001,0.990595834139592,0.0006628131230556093,0.125 ± 0.000,0.12469582675813391,3.5479965480174585e-05,60.681 ± 0.002,60.680855,0.002165954,0.389 ± 0.000,0.3894937,0.00023916419
agnews,256,1024,basic_agnews_0-shot_litgpt,0,lm_tinyllama,no_adaptation,bias_only,test,0.275 ± 0.001,0.2754385964912281,0.001200184657999103,0.405 ± 0.000,0.4048691956565305,0.00045172235904423135,0.064 ± 0.001,0.0636104736849617,0.0013461351967970331,3.798 ± 0.079,3.797544,0.079029106,0.389 ± 0.000,0.38949373,0.00023906928
agnews,256,1024,basic_agnews_0-shot_litgpt,0,lm_tinyllama,no_adaptation,temp_scaling,test,0.410 ± 0.000,0.4103859649122807,0.00017189401703740568,0.754 ± 0.002,0.7535346410986283,0.0022717624474071518,0.115 ± 0.016,0.11535576550582549,0.01600006134263691,48.311 ± 0.137,48.31068,0.13715282,0.389 ± 0.000,0.38949376,0.00023918368
banking77,16,1232,basic_banking77_0-shot_litgpt,0,lm_tinyllama,lora,affine_scalar_train_on_val,test,0.277 ± 0.012,0.2774006622516556,0.012277078955924881,0.222 ± 0.013,0.221915870669624,0.012829514152232773,0.034 ± 0.009,0.03375112327378276,0.008848665978857796,10.301 ± 2.815,10.301262,2.8146577,0.199 ± 0.007,0.19870636,0.0070426664
banking77,16,1232,basic_banking77_0-shot_litgpt,0,lm_tinyllama,lora,no_calibration,test,0.306 ± 0.012,0.305546357615894,0.012281543551356223,0.253 ± 0.019,0.2532470281199592,0.0187206104634647,0.023 ± 0.010,0.023002305186726534,0.009837999421020992,21.254 ± 3.933,21.254126,3.9330869,0.199 ± 0.007,0.19870637,0.007042675
banking77,16,1232,basic_banking77_0-shot_litgpt,0,lm_tinyllama,no_adaptation,affine_scalar,test,0.412 ± 0.003,0.4121688741721854,0.002504053553353355,0.369 ± 0.001,0.36868980230949117,0.0012719466513087952,0.034 ± 0.005,0.034204017330711906,0.005357609027322322,2.142 ± 0.337,2.1423922,0.33671513,0.361 ± 0.000,0.3607287,1.3493576e-07
banking77,16,1232,basic_banking77_0-shot_litgpt,0,lm_tinyllama,no_adaptation,no_calibration,test,0.881 ± 0.000,0.8814569536423841,0.0,1.783 ± 0.000,1.7829167235178198,0.0,0.487 ± 0.000,0.48706296254521886,0.0,79.764 ± 0.000,79.76422,0.0,0.361 ± 0.000,0.36072904,0.0
banking77,16,1232,basic_banking77_0-shot_litgpt,0,lm_tinyllama,no_adaptation,bias_only,test,0.414 ± 0.001,0.41448675496688736,0.0013925996557335335,0.372 ± 0.001,0.3719306869740361,0.0009086394949485208,0.066 ± 0.003,0.06555209315235583,0.002900470631972514,2.996 ± 0.237,2.9956212,0.23672079,0.361 ± 0.000,0.36072892,1.8250121e-07
banking77,16,1232,basic_banking77_0-shot_litgpt,0,lm_tinyllama,no_adaptation,temp_scaling,test,0.881 ± 0.000,0.8814569536423841,0.0,0.895 ± 0.000,0.8953869476142129,0.00019590573294719191,0.051 ± 0.006,0.05059765400858897,0.005672592183622668,59.706 ± 0.009,59.706047,0.008810675,0.361 ± 0.000,0.36072886,9.8843124e-08
agnews,4,16,basic_agnews_0-shot_litgpt,0,lm_tinyllama,lora,affine_scalar_train_on_val,test,0.254 ± 0.016,0.2541052631578947,0.01632261694538685,0.599 ± 0.223,0.599293756821649,0.22301500691410636,0.123 ± 0.035,0.12307811604387979,0.03547851162786915,41.118 ± 18.706,41.118233,18.706144,0.313 ± 0.008,0.31310463,0.008368334
agnews,4,16,basic_agnews_0-shot_litgpt,0,lm_tinyllama,lora,no_calibration,test,0.330 ± 0.019,0.3295789473684211,0.01859999966904623,0.480 ± 0.082,0.47981909067225403,0.0819339760929925,0.050 ± 0.027,0.050260994674927874,0.027259217106568562,33.254 ± 9.050,33.253883,9.049756,0.313 ± 0.008,0.31310472,0.008368368
agnews,4,16,basic_agnews_0-shot_litgpt,0,lm_tinyllama,no_adaptation,affine_scalar,test,0.334 ± 0.042,0.3338245614035088,0.042130460296869544,0.574 ± 0.213,0.5739920516535675,0.21277534297988815,0.096 ± 0.073,0.09551152936685814,0.07307209195100377,25.175 ± 18.999,25.174644,18.999088,0.390 ± 0.000,0.38968903,1.3126561e-07
agnews,4,16,basic_agnews_0-shot_litgpt,0,lm_tinyllama,no_adaptation,no_calibration,test,0.411 ± 0.000,0.41052631578947374,5.551115123125783e-17,0.991 ± 0.000,0.9911370187883609,1.1102230246251565e-16,0.125 ± 0.000,0.12472479602863991,1.3877787807814457e-17,60.683 ± 0.000,60.682625,0.0,0.390 ± 0.000,0.38968897,0.0
agnews,4,16,basic_agnews_0-shot_litgpt,0,lm_tinyllama,no_adaptation,bias_only,test,0.335 ± 0.034,0.3349473684210526,0.0341126625429316,0.490 ± 0.057,0.49045672629252357,0.05674834370228779,0.041 ± 0.017,0.041373642615343056,0.01734739668877081,19.455 ± 9.489,19.454805,9.489266,0.390 ± 0.000,0.3896889,1.4901161e-07
agnews,4,16,basic_agnews_0-shot_litgpt,0,lm_tinyllama,no_adaptation,temp_scaling,test,0.411 ± 0.000,0.41052631578947374,5.551115123125783e-17,0.815 ± 0.058,0.8150240431399857,0.05807594943458421,0.095 ± 0.040,0.09472157572678165,0.04011772455184063,51.946 ± 3.389,51.94555,3.3894083,0.390 ± 0.000,0.3896889,1.5656859e-07
banking77,4,308,basic_banking77_0-shot_litgpt,0,lm_tinyllama,lora,affine_scalar_train_on_val,test,0.438 ± 0.027,0.4381622516556291,0.02674686680709193,0.422 ± 0.062,0.4220023276462349,0.06181443545818112,0.039 ± 0.006,0.03874365140821233,0.0064497343436950025,33.855 ± 7.742,33.85457,7.742247,0.274 ± 0.009,0.27434808,0.008711263
banking77,4,308,basic_banking77_0-shot_litgpt,0,lm_tinyllama,lora,no_calibration,test,0.484 ± 0.036,0.48394039735099337,0.03621591767859712,0.603 ± 0.067,0.603376894924484,0.06707084843723261,0.163 ± 0.026,0.16293160470605172,0.02555598558850388,54.074 ± 4.055,54.07421,4.05501,0.274 ± 0.009,0.27434802,0.008711266
banking77,4,308,basic_banking77_0-shot_litgpt,0,lm_tinyllama,no_adaptation,affine_scalar,test,0.445 ± 0.005,0.4449503311258277,0.00509963338783491,0.429 ± 0.011,0.4286963569475272,0.011272120895727331,0.048 ± 0.023,0.04785025850896711,0.022684245699919094,15.781 ± 2.270,15.781252,2.2697952,0.361 ± 0.000,0.3607289,1.2818464e-07
banking77,4,308,basic_banking77_0-shot_litgpt,0,lm_tinyllama,no_adaptation,no_calibration,test,0.881 ± 0.000,0.8814569536423841,0.0,1.783 ± 0.000,1.7829167235178198,0.0,0.487 ± 0.000,0.48706296254521886,0.0,79.764 ± 0.000,79.76422,0.0,0.361 ± 0.000,0.36072904,0.0
banking77,4,308,basic_banking77_0-shot_litgpt,0,lm_tinyllama,no_adaptation,bias_only,test,0.454 ± 0.011,0.45364238410596025,0.010914602466125493,0.438 ± 0.016,0.4383050496618977,0.01598393081140545,0.033 ± 0.005,0.033325618304703694,0.00511298380410162,17.573 ± 3.085,17.573435,3.0850728,0.361 ± 0.000,0.36072886,5.37269e-08
